,title,address,huxing,BuildingArea,Position,Direction,BuildingTime,SubwayDistance,price_total,price_square,price_dy,labels
144,碧水兰庭 3室2厅123.26m2精装修,碧水兰庭 双凤庐阳工业园-蒙城北路和荷塘路交叉口东北角,3室2厅,123,中层（共25层）,南向,2010年建,,174,14116,,
145,南园新村 2室1厅70.7m2精装修,南园新村 送变电-黄山路与宿松路交叉口向南300米处,2室1厅,70,底层（共6层）,南向,1993年建,,107,15134,,"满五,优质教育"
146,全椒新村 2室1厅73.5m2精装修,全椒新村 三里街-全椒路与临泉路j交汇处,2室1厅,73,顶层（共6层）,北向,1996年建,1,63,8571,11,"满五,优质教育"
147,明远新村 复式带露台 紧邻中科大 业主诚心出售,明远新村 合肥学院-太湖路与肥西路交口处,3室1厅,107,顶层（共6层）,南北向,2003年建,,122,11401,,"满五,好房推荐"
148,"文一名门湖语 产权清晰,看房方便,视野好,明卫明厨",文一名门湖语 新省府-紫云路与嵩山路交叉口,4室1厅,109,低层（共33层）,南北向,2011年建,,295,26842,79,
149,政务区万象城旁 华玺广场 4.5米挑高 单价八千多 月租三千,优唐广场 姚公庙十五里河-政务区金寨南路与潜山路交叉口,2室1厅,47,中层（共27层）,南向,尤传燕,,45,9473,,
150,CBC拓基广场 大蜀山旁 精装修现房 地铁2号线 周边配套齐,CBC拓基广场 大铺头-井岗路与甘泉路交汇处西南,1室1厅,47,中层（共17层）,南向,尤传燕,2,36,7651,,"满两年,好房推荐,精装"
151,正创上品家苑 两室一厅 精装修 自住 拎包即住,正创上品 炮兵学院-合作化南路15号(原化机厂),2室1厅,67,高层（共18层）,南向,2011年建,,150,22321,,满二
152,万振逍遥苑四期 2室1厅86.04m2精装修,万振逍遥苑 周谷堆-马鞍山路与太湖路交叉口,2室1厅,86,中层（共32层）,南向,2000年建,1,148,17201,,"满二,优质教育"
153,九华华林家园 3室1厅82.31m2精装修,九华华林家园 炮兵学院-蜀山区黄山路路南、石台路西,3室1厅,82,高层（共18层）,南北向,2000年建,3,228,27700,,
154,"海洲景秀世家三期 商圈成熟,超市商场菜市场,",海洲景秀世家 临泉东路-通达路与站前东路交汇处,3室2厅,124,中层（共11层）,南北向,2007年建,2,190,15310,,优质教育
155,绿城百合公寓 大两房 看房方便 业主诚心卖,绿城百合公寓 炮兵学院-合作化南路25号,2室2厅,83,低层（共17层）,南向,2010年建,,195,23222,,"满五,优质教育,好房推荐"
156,海洲景秀世家一期 3室2厅98.57m2满五年,海洲景秀世家 临泉东路-通达路与站前东路交汇处,3室2厅,98,中层（共6层）,南北向,2000年建,2,126,12782,,"满五,优质教育"
157,文昌雅居 3室2厅1厨1卫 114.18m2 精致装修,文昌雅居 周谷堆-淝河路与周谷堆路交口,3室2厅,114,低层（共28层）,南向,2011年建,,150,13137,,"满二,优质教育"
158,"寿春四巷 豪华自住装修,总价低,一室一厅采光好",寿春四巷 市府广场-庐阳区寿春路与宿州路交口,1室1厅,43,高层（共7层）,南向,1985年建,2,145,33333,,满二
159,天元新城 3室2厅138m2毛坯,天元新城 南岗-合白路与工业大道交叉口东南侧,3室2厅,138,顶层（共6层）,南向,2009年建,,108,7826,15,满二
160,华润幸福里北区 两室两厅 毛坯房 小高层 看房随时 有钥匙,华润幸福里 轴承厂-望江西路123号望江西路与合作化南路交口,2室2厅,81,低层（共18层）,南向,2008年建,,218,26913,,"满五,优质教育"
161,金隅金成府 3室2厅111m2精装修,金隅金成府 周谷堆-太湖路与铜陵路交口向北400米(东北侧),3室2厅,111,中层（共20层）,南向,陈彪,1,265,23873,37,
162,义仓小区 2室1厅54.56m2精装修,义仓小区 百花井-寿春路(逍遥津旁),2室1厅,54,低层（共6层）,南向,1985年建,2,161,29508,11,"满五,优质教育"
163,"安徽省建设厅大院 正规大院, 小区环境好,停车方便,业主诚售",建设厅宿舍 南门小学-徽州大道与环城路交汇处,3室1厅,85,顶层（共6层）,南向,1997年建,2,300,34997,72,满二
164,正创上品家苑 2室1厅72.14m2普通装修,正创上品 炮兵学院-合作化南路15号(原化机厂),2室1厅,72,中层（共18层）,南向,2011年建,,153,21208,,
165,百合园 一环内3室2厅100m2满五年普通装修,百合园 双岗-百合园,3室2厅,90,底层（共6层）,南向,1984年建,3,185,20555,,"满五,优质教育"
166,名门湖畔小区 3室2厅91.33m2精装修,文一名门湖畔 省农科院-四里河路与清源路交叉口,3室2厅,91,高层（共34层）,南向,2015年建,,195,21351,,"满五,优质教育"
167,实拍绿城真洋房 送产权车位价格可谈随时看房 环境优美 急售,绿城招商·诚园 金融中心-珠江路与昌都路交口北侧200米,3室2厅,155,中层（共8层）,南北向,2021年建,5,480,30967,,
168,正南公交牡丹园3室2厅,公交牡丹园 龙岗-龙岗保养场向北200米,3室2厅,103,中层（共6层）,南向,2006年建,,110,10679,,"满二,优质教育"
169,滨湖世纪城树荫苑 树荫苑精装两室两厅一厨一卫205万,滨湖世纪城树荫苑 滨湖世纪城-滨湖新区紫云路与徽州大道交叉口东北角,2室2厅,85,中层（共33层）,南向,2010年建,1,190,22167,9,"满五,优质教育"
170,中科大 文馨园 精装 二室二厅一卫 户型方正,文馨园 合肥学院-肥西路(科大西区东围墙),2室2厅,86,低层（共6层）,南北向,2004年建,,170,19767,,"满五,好房推荐,精装"
171,政务区 石油库宿舍 2室1厅80.73m2满五年,石油库宿舍 市政府办公区-休宁路与合作化路交叉口,2室1厅,80,中层（共6层）,南向,2000年建,,165,20438,,满五
172,"畅园新村 户型方正,采光刺眼,通风流畅,楼层好",畅园新村 和煦园-毫州路建材一厂旁,3室1厅,71,高层（共6层）,南北向,1979年建,3,115,16052,19,"满五,优质教育"
173,新华学府花园 4室3厅145m2精装修,新华学府花园 炮兵学院-黄山路与石台路交叉口,4室3厅,145,顶层（共5层）,南向,2000年建,3,330,22758,25,"满五,优质教育"
174,满二 捡漏 急售 央企开发 金茂悦 毛胚4房 看中价可谈,滨湖金茂悦 新省府-包河大道与福州路交口向西200米,4室2厅,128,底层（共11层）,南北向,2020年建,,430,33549,,
175,滨湖世纪城徽贵苑 徽贵苑精装修三室两厅,滨湖世纪城徽贵苑 滨湖世纪城-徽州大道与紫云路交汇处东北角,3室2厅,121,低层（共33层）,南向,2010年建,1,320,26446,,"满五,优质教育"
176,市总工会宿舍 2室2厅78m2满五年,市总工会宿舍 和平广场-长江东路1137号,2室2厅,78,顶层（共6层）,南向,1980年建,1,150,19230,13,满五
177,长淮新村A区 2室2厅70m2普通装修,长淮新村 汽车站-元一时代广场北京华联旁,2室2厅,70,底层（共6层）,南向,1995年建,1,95,13571,,"满五,优质教育"
178,省农委东区宿舍 红星路 42中 采光好 有钥匙 方便看房,省农委宿舍 南门小学-徽州大道与庐江路交叉口,3室1厅,68,顶层（共7层）,南向,1969年建,2,215,31414,76,满二
179,金寨路350号 3室1厅82m2满五年,安徽日报社宿舍 市府广场-金寨路330号,3室1厅,82,顶层（共4层）,南向,1986年建,2,328,40000,55,满五
180,元一柏庄 3室2厅97.58m2精装修,元一柏庄 周谷堆-铜陵南路99号/巢湖南路88号,3室2厅,97,底层（共18层）,南向,2008年建,,250,25620,,"满五,优质教育"
181,国贸天成 前排洋房 中间楼层边户南北通透视野好,国贸天成 森林公园-固镇路与怀宁路交口,3室2厅,153,高层（共10层）,南向,2015年建,,616,40261,,
182,琥珀南村 2室1厅56m2精装修,琥珀南村 琥珀山庄-合肥市蜀山区安庆西路与长丰南路交汇,2室1厅,56,底层（共6层）,南向,1993年建,2,106,18928,6,"满五,优质教育"
183,恒大城 3室2厅111.05m2满五,恒大城 龙岗-临泉东路与吴敬梓路交汇东北,3室2厅,111,低层（共29层）,西向,2010年建,2,145,13057,,"满五,优质教育"
184,"滨湖康园南区 周边配套齐全 大型超市和菜市场,生活便利",滨湖康园 新省府-滨湖新区万泉河路与庐州大道交叉口东100米,3室2厅,104,高层（共18层）,南北向,2010年建,1,210,20192,,优质教育
185,古井丰水源 3室2厅110m2满五年,古井丰水源 汽车站-合肥市明光路339号、明光路与濉溪路交汇处,3室2厅,110,高层（共11层）,南向,1995年建,1,230,20909,,"满五,优质教育"
186,蓝山花园 3室1厅95m2精装省府好房近地铁南北I通透四十六,万科蓝山 新省府-庐州大道与紫云路交口,3室1厅,95,低层（共41层）,南向,2014年建,1,310,32631,25,满二
187,新都会国贸公寓 3室2厅137.69m2满五年,新都会国贸公寓 周谷堆-马鞍山路中段新都会环球广场旁,3室2厅,137,高层（共28层）,南北向,2007年建,1,265,19246,,满五
188,中海九樾边户真 格 采光好 自带物业 地暖空调完善,中海九樾 金融中心-成都路与贵州路交口西南侧,3室2厅,116,高层（共24层）,南北向,2021年建,5,310,26497,,
189,安庆路166号 1室0厅31.77m2精装修,安庆路172号 城隍庙-安庆路172号,1室0厅,31,中层（共6层）,南向,2007年建,2,132,41548,,
190,"宏图新村 两 室一厅,楼层好,看房方便,房主诚心卖。",宏图新村 双岗-双岗濉溪路1号,2室1厅,62,中层（共7层）,南向,1994年建,3,70,11182,12,"满五,优质教育"
191,康馨名家 2室1厅80m2精装修,康馨名家 轴承厂-肥西路康馨名家小区,2室1厅,80,中层（共32层）,南向,2000年建,,180,22500,,
192,"高速时代城 3室2厅94m2精装修 省府板块,诚心 带车位",高速时代城 新省府-包河大道与紫云路交叉口西北,3室2厅,94,中层（共33层）,南向,2014年建,,280,29787,,优质教育
193,美菱新村南区 3室1厅1厨1卫 89.2m2 精致装修,美菱南村 双岗-阜阳北路与五河路交口双岗菜市向南50米,3室1厅,89,高层（共7层）,南北向,1990年建,,120,13452,,满五
194,新华学府花园 4室3厅145m2精装修,新华学府花园 炮兵学院-黄山路与石台路交叉口,4室3厅,145,顶层（共5层）,南向,2000年建,3,330,22758,25,"满五,优质教育"
195,北城中环城一期 3室2厅118m2毛坯,北城中环城 岗集-阜阳北路和泉阳路交叉口,3室2厅,118,低层（共33层）,南北向,2016年建,,125,10593,,
196,内森庄园 独栋别墅 带电梯 带300平院子 毛坯房 业主急售,绿地内森庄园别墅 八中-翡翠路与南二环交汇处西南角,独栋,5,花园：300平米715㎡,南向,汪晓东,3,3550,49650,,"满五,优质教育"
197,南郊所宿舍楼(银杏苑内) 2室1厅60.7m2普通装修,银杏苑 卫岗-徽州大道与水阳江路交口,2室1厅,60,顶层（共6层）,南北向,郑思磊,,88,14497,10,"满五,优质教育"
198,金大地翡翠公馆 3室2厅85.21m2精装修,金大地翡翠公馆 双凤庐阳工业园-阜阳北路与双凤大道交口,3室2厅,85,中层（共32层）,南向,2011年建,,132,15491,,满二
199,安庆路166号 1室1厅40.87m2普通装修,安庆路172号 城隍庙-安庆路172号,1室1厅,40,高层（共6层）,南向,2007年建,2,139,34010,24,满二
200,万科森林公园曦园 四里河板块 次新房 3室2厅精装修,万科森林公园 森林公园-北二环与四里河路交口西南角,3室2厅,113,低层（共28层）,南向,2012年建,,388,34330,38,"满五,优质教育"
201,"佳源巴黎都市 产权清晰,看房方便,视野好",佳源巴黎都市 新省府-庐州大道与中山路交叉口,3室1厅,94,中层（共34层）,南向,2018年建,1,280,29629,22,满二
202,世纪新城 3室2厅145.24m2精装修,世纪新城 望潜路口-望江西路198号,3室2厅,145,高层（共6层）,南向,2003年建,3,280,19278,,满二
203,"五河新村 经典户型,采光好,性价比高,稀有房源!",五河新村 白水坝-阜阳路桥与沿河路交叉口,2室2厅,84,中层（共6层）,南向,1990年建,,135,16071,18,"满五,优质教育"
204,恒大帝景 3室2厅134m2精装修,恒大帝景 北城新区-阜阳北路与泉阳路交口东南,3室2厅,134,高层（共33层）,南向,2000年建,,140,10447,,
205,新西南华庭 望江路上 3室2厅119.25m2满五年,新西南华庭 科大西区-合肥市蜀山区望江西路21号,3室2厅,119,高层（共11层）,南向,1998年建,,188,15765,,满五
206,融创长江壹号 3室2厅98.44m2精装修,融创长江壹号 杏林花园-北二环与颍上路交口,3室2厅,98,中层（共23层）,南北向,2019年建,3,249,25294,20,
207,印象西湖花园 肥西路 2室2厅 精装修 小区自带游泳池,印象西湖 轴承厂-安徽省合肥市望江西路与肥西路交口,2室2厅,66,低层（共30层）,南向,2010年建,,192,28833,8,"满五,优质教育"
208,恒大城 2室2厅90.99m2满五年,恒大城 龙岗-临泉东路与吴敬梓路交汇东北,2室2厅,90,低层（共32层）,南向,2010年建,2,116,12748,,"满二,优质教育"
209,开源馨居 1室1厅1厨1卫 45.14m2 满五,开源馨居 火车站-站西路宝文装饰广场对面,1室1厅,45,中层（共18层）,南向,2007年建,3,52,11519,,"满五,优质教育"
210,财政厅宿舍 2室1厅58.8m2精装修,财政厅宿舍 城隍庙-阜南路交寿春路,2室1厅,58,高层（共6层）,南向,2004年建,2,218,37074,,满二
211,国贸天成 前排洋房 中间楼层边户南北通透视野好,国贸天成 森林公园-固镇路与怀宁路交口,3室2厅,153,高层（共10层）,南向,2015年建,,616,40261,,
212,全椒新村 2室1厅73.5m2精装修,全椒新村 三里街-全椒路与临泉路j交汇处,2室1厅,73,顶层（共6层）,北向,1996年建,1,63,8571,11,"满五,优质教育"
213,美湖小区 3室1厅86.65m2普通装修,美湖小区 太宁路口-太湖路/合巢路向东150米,3室1厅,86,高层（共6层）,南北向,1994年建,,136,15695,24,优质教育
214,华润凯旋门 大平层 位置安静 南北通透 厨卫全明 业主诚售,华润凯旋门 天鹅湖-天鹅湖南岸习友路和潜山路交叉口西北角,3室2厅,326,低层（共40层）,南北向,2013年建,,1550,47546,,"满五,优质教育"
215,美仑豪庭 金宏豪庭 精装修 精典户型 房主诚心出售,美菱新村 双岗-双岗濉溪路桥旁,2室2厅,86,中层（共26层）,南向,2013年建,,290,33611,,"满二,优质教育"
216,市公安局宿舍 市公安局宿舍六安路45中本部,市公安局宿舍 百花井-寿春路与六安路交口,3室1厅,72,顶层（共4层）,南向,1995年建,2,300,41465,41,满五
217,"民康葛大店花园 卧室朝南,南面无遮挡,采光充足,户型方正",葛大店花园 葛大店-合肥市包河区葛大店花园路,3室1厅,102,低层（共18层）,南向,2007年建,,163,15916,,"满五,优质教育"
218,长淮新村A区 2室1厅66m2普通装修,长淮新村 汽车站-元一时代广场北京华联旁,2室1厅,63,高层（共6层）,南北向,1995年建,1,73,11587,4,"满五,优质教育"
219,青秀城润园 3室2厅100.3m2普通装修,中国铁建·青秀城 凤凰城-西一环和清溪路交口向西300米,3室2厅,100,顶层（共29层）,南向,2017年建,3,229,22718,23,"满二,优质教育"
220,风景苑 3室2厅127m2普通装修,风景苑 临泉东路-临泉路安徽大市场东合家福超市旁,3室2厅,127,中层（共6层）,南向,2002年建,3,143,11259,14,"满五,优质教育"
221,"安徽省建设厅大院 环城路内 一楼带大院 此证已满五年,满五不",建设厅宿舍 南门小学-徽州大道与环城路交汇处,2室2厅,77,底层（共4层）,南向,1997年建,2,289,37532,49,满五
222,省府天花板小区2加1户型 精装南北通透 近地铁 诚心急卖,葛洲坝紫郡府 新省府-紫云路与嵩山路交口,2室2厅,108,低层（共8层）,南北向,童林峰,,430,39562,,"满二,满两年,精装"
223,市总工会宿舍 2室2厅78m2满五年,市总工会宿舍 和平广场-长江东路1137号,2室2厅,78,顶层（共6层）,南向,1980年建,1,150,19230,13,满五
224,义仓巷 一室一厅 采光通透 42,义仓巷小区 百花井-义仓巷,2室0厅,30,高层（共6层）,东北向,1986年建,2,93,30293,,满二
225,市公安局宿舍 2室1厅58m2普通装修,市公安局宿舍 百花井-寿春路与六安路交口,2室1厅,58,底层（共4层）,南向,1995年建,2,260,44827,,满五
226,曙光雅苑 3室2厅114.97m2精装修,曙光雅苑 省人大-包河区城市主干道桐城南路西侧,3室2厅,114,中层（共34层）,南向,2000年建,,220,19135,,"满五,优质教育"
227,"义仓巷 义仓巷精装一室一厅,环境安静,闹中取静",义仓巷小区 百花井-义仓巷,1室1厅,47,中层（共6层）,南向,1986年建,2,122,25432,,满五
228,"央企中海,双靠谱近银泰城,精装未住,全天视野景观满五年!",中海滨湖公馆 文化旅游城-徽州大道与云谷路交叉口向东500米,4室2厅,164,高层（共34层）,南北向,2016年建,1,545,33104,,"满二,优质教育"
229,青秀城润园 3室2厅88m2精装修,中国铁建·青秀城 凤凰城-西一环和清溪路交口向西300米,3室2厅,88,低层（共33层）,南向,2017年建,3,205,23295,,"满二,优质教育"
230,"世纪家园 亳小四十五,精装四居室,上下两层叠墅带大露台",世纪家园 亳州路-南淝河畔、环城公园旁,4室2厅,201,顶层（共6层）,南北向,2001年建,,380,18905,,"满五,优质教育"
